,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in
3658, Toyota Prius 1.8 VVT-h T3 CVT 5dr     ,"£9,500",2015,Hatchback,"127,300",1.8L,97BHP,Automatic,Hybrid
3667, Vauxhall Insignia 1.5T [165] Design 5dr     ,"£11,495",2018,Hatchback,"29,603",1.5L,165PS,Manual,Petrol
3668, Vauxhall Mokka X 1.6CDTi [136] ecoFLEX Active 5dr     ,"£11,995",2018,SUV,"35,863",1.6L,136PS,Manual,Diesel
3669, Vauxhall Zafira 1.4T Design 5dr     ,"£11,995",2016,MPV,"15,797",1.4L,140PS,Manual,Petrol
3670, Vauxhall Corsa 100kW Elite Nav 50kWh 5dr Auto [7.4kWCh]     ,"£12,095",2018,Hatchback,"11,991",1.4L,90PS,Automatic,Petrol
3671, Vauxhall Astra 1.6T 16V 200 SRi Nav 5dr     ,"£12,195",2018,Hatchback,"31,598",1.6L,200PS,Manual,Petrol
3672, MG ZS 1.5 VTi-TECH Exclusive 5dr     ,"£12,195",2018,SUV,"27,291",1.5L,106PS,Manual,Petrol
3673, Vauxhall Mokka X 1.6CDTi [136] Elite 5dr     ,"£12,595",2017,SUV,"28,554",1.6L,136PS,Manual,Diesel
3674, Vauxhall Mokka X 1.4T ecoTEC Active 5dr     ,"£12,692",2018,SUV,"16,041",1.4L,140PS,Manual,Petrol
3675, Vauxhall Crossland X ELITE NAV 1.2 5dr     ,"£13,193",2018,SUV,"1,845",1.2L,83PS,Manual,Petrol
3676, Vauxhall Crossland X 1.2T ecoTec [110] SE 5dr [6 Speed] [S/S]     ,"£13,195",2019,SUV,"1,972",1.2L,110PS,Manual,Petrol
3680, Ford Fiesta 1.0 T EcoBoost Zetec S (s/s) 3dr     ,"£9,295",2016,Hatchback,"19,500",1.0L,138BHP,Manual,Petrol
3681, KIA Venga 1.6 CRDi 4 (s/s) 5dr     ,"£10,995",2018,MPV,"25,500",1.6L,116PS,Manual,Diesel
