,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in,Car_Make
232, Toyota Hilux 3.0 D-4D Invincible Double Cab Pickup 4dr     ,14400,2015,Pickup,85648,3.0L,171BHP,Manual,Diesel,Toyota
233, Ford Capri 2.0 S Fastback 3dr     ,8400,1982,Hatchback,87000,2.0L,99BHP,Manual,Petrol,Ford
234, Isuzu D-Max 1.9 TD Eiger Double Cab Pickup 4WD EU6 4dr     ,19194,2018,Pickup,5768,1.9L,163PS,Manual,Diesel,Isuzu
235, Ford Fiesta 1.0 T EcoBoost Zetec S (s/s) 3dr     ,6600,2016,Hatchback,49118,1.0L,138BHP,Manual,Petrol,Ford
236, Ford Focus 2.5 RS 3dr     ,19500,2010,Hatchback,48863,2.5L,301BHP,Manual,Petrol,Ford
237, Volkswagen Golf 2.0 TDI BlueMotion Tech Alltrack DSG 4MOTION …     ,12495,2015,Estate,62000,2.0L,181BHP,Automatic,Diesel,Volkswagen
238, Audi A4 2.0 TDI Black Edition Plus quattro 4dr     ,15995,2015,Saloon,38800,2.0L,175BHP,Manual,Diesel,Audi
239, Volvo S60 2.0 T SE 4dr     ,750,2003,Saloon,126000,2.0L,180BHP,Manual,Petrol,Volvo
240, Volkswagen Passat 2.0 TDI BlueMotion Tech S DSG (s/s) 4dr     ,10750,2016,Saloon,45000,2.0L,150PS,Automatic,Diesel,Volkswagen
242, Peugeot 2008 1.6 BlueHDi GT Line (s/s) 5dr     ,10895,2017,SUV,36864,1.6L,120PS,Manual,Diesel,Peugeot
243, Vauxhall Corsa 1.4 [75] ecoFLEX Sting 3dr     ,6000,2016,Hatchback,14200,1.4L,75PS,Manual,Petrol,Vauxhall
244, MINI Hatchback 1.6 Cooper S 3dr     ,2995,2002,Hatchback,99000,1.6L,163BHP,Manual,Petrol,MINI
245, Mazda MX-5 1.8 Roadster 2dr     ,4795,2008,Coupe,59000,1.8L,124BHP,Manual,Petrol,Mazda
246, MINI Cabriolet 1.6 D Cooper     ,6295,2013,Convertible,55000,1.6L,112BHP,Manual,Diesel,MINI
247, Fiat 500 1.2 Start-Stop ByGucci 3dr     ,6595,2011,Hatchback,28000,1.2L,69BHP,Manual,Petrol,Fiat
248, Renault Megane 2.0 TCe 180 GT 2dr     ,6795,2010,Convertible,56000,2.0L,180BHP,Manual,Petrol,Renault
249, Alfa Romeo Giulietta 2.0 JDTM-2 175 TCT Auto Start-Stop QV …     ,9495,2015,Hatchback,45000,2.0L,175BHP,Automatic,Diesel,Alfa
250, Jeep Renegade 2.0 MultijetII Night Eagle 140 4WD Start-Stop 5dr     ,11995,2016,SUV,44000,2.0L,140PS,Manual,Diesel,Jeep
251, BMW 4 SERIES 2.0 420i Step Auto Start-Stop 420 SE 2dr     ,15395,2015,Convertible,26000,2.0L,184BHP,Automatic,Petrol,BMW
252, Jeep Wrangler 2.8 CRD 198 Auto 70th Anniversary Edition 2dr     ,19995,2011,SUV,51000,2.8L,200PS,Automatic,Diesel,Jeep
253, BMW 4 Series 2.0 420d M Sport 2dr     ,13270,2016,Coupe,59000,2.0L,190BHP,Manual,Diesel,BMW
254, Hyundai I40 tourer 1.7 CRDi SE Nav Auto 5dr     ,11749,2016,Estate,21849,1.7L,141PS,Automatic,Diesel,Hyundai
255, Toyota RAV4 2.2 D-4D XT-R 4WD 5dr     ,4950,2011,SUV,109983,2.2L,150BHP,Manual,Diesel,Toyota
256, MINI Countryman 1.6 Cooper S (Chili) 5dr     ,6250,2010,SUV,96672,1.6L,190BHP,Manual,Petrol,MINI
257, Audi A3 1.4 TFSI CoD Sport Sportback S Tronic 5dr     ,11100,2014,Hatchback,42000,1.4L,148BHP,Automatic,Petrol,Audi
258, Nissan Qashqai 1.5 dCi n-tec+ 5dr     ,11500,2015,SUV,12000,1.5L,114BHP,Manual,Diesel,Nissan
259, Mercedes-Benz A Class 1.5 A180 CDI Sport 7G-DCT 5dr     ,12000,2015,Hatchback,41949,1.5L,108BHP,Automatic,Diesel,Mercedes-Benz
260, Land Rover Range Rover 4.4 TD V8 Vogue 5dr     ,13699,2011,SUV,79000,4.4L,308BHP,Automatic,Diesel,Land
261, Mercedes-Benz C Class 2.1 C300h AMG Line (Premium) G-Tronic+ …     ,17500,2016,Saloon,85098,2.1L,231PS,Automatic,Hybrid,Mercedes-Benz
262, Honda Cr-V 2.2 i-CDTi ES 5dr     ,2500,2007,SUV,112000,2.2L,138BHP,Manual,Diesel,Honda
263, MINI Hatch 1.6 Cooper Graphite 3dr     ,2995,2009,Hatchback,70970,1.6L,120BHP,Manual,Petrol,MINI
264, BMW 3 Series 2.0 318i SE 2dr     ,6195,2012,Coupe,64945,2.0L,143BHP,Manual,Petrol,BMW
266, MINI Hatch 1.5 Cooper D 3dr Leather Seats     ,8849,2015,Hatchback,38081,1.5L,116PS,Manual,Diesel,MINI
267, Isuzu D-Max 1.9 Workman+ Double Cab 4x4     ,22794,2019,Pickup,10,1.9L,164PS,Manual,Diesel,Isuzu
268, Isuzu D-Max 1.9 Eiger Double Cab 4x4 Auto     ,23394,2020,Pickup,500,1.9L,164PS,Automatic,Diesel,Isuzu
270, Mazda MX-5 2.0 Sport 2dr     ,4950,2007,Convertible,25800,2.0L,158BHP,Manual,Petrol,Mazda
271, Ford Focus 2.5 RS 3dr     ,23500,2010,Hatchback,36737,2.5L,301BHP,Manual,Petrol,Ford
272, Vauxhall Insignia 1.8 i VVT 16v Exclusiv Nav 5dr     ,1749,2010,Hatchback,85500,1.8L,138BHP,Manual,Petrol,Vauxhall
273, Volkswagen Passat 2.0 TDI BlueMotion Tech SE Business (s/s) 5dr     ,6995,2015,Estate,106000,2.0L,150PS,Manual,Diesel,Volkswagen
274," Volvo S60 D3 SE Lux Nav, Winter Pack, Rear Parking Camera, …     ",13950,2017,Saloon,21734,2.0L,150PS,Manual,Diesel,Volvo
275," Volvo V40 CC D2 Cross Country Pro, Winter Pack, Sat Nav 2.0 5dr     ",13950,2017,Hatchback,13256,2.0L,120PS,Manual,Diesel,Volvo
276, Fiat 500 0.9 TwinAir S 3dr Alloy Wheels     ,6149,2015,Hatchback,32822,0.9L,85BHP,Manual,Petrol,Fiat
277, Vauxhall Insignia 1.6 CDTi ecoFLEX Elite Nav Sport Tourer …     ,9995,2015,Estate,48000,1.6L,134BHP,Manual,Diesel,Vauxhall
278, SEAT Leon 1.6 TDI SE (Tech Pack) SportCoupe DSG (s/s) 3dr     ,10295,2016,Hatchback,22000,1.6L,108BHP,Automatic,Diesel,SEAT
279, Nissan X-Trail 2.0 dCi Tekna 5dr     ,10495,2010,SUV,39000,2.0L,170BHP,Manual,Diesel,Nissan
280, Suzuki SX4 S-Cross 1.6 DDiS SZ5 ALLGRIP 5dr     ,10895,2015,SUV,25000,1.6L,118BHP,Manual,Diesel,Suzuki
282, Ford Kuga 2.0 TDCi Titanium 5dr     ,10995,2014,SUV,33000,2.0L,138BHP,Manual,Diesel,Ford
283, Volkswagen Golf 2.0 TDI GT 5dr     ,10995,2013,Estate,29000,2.0L,148BHP,Manual,Diesel,Volkswagen
284, Vauxhall Zafira Tourer 2.0 CDTi 16v Elite 5dr     ,11495,2015,MPV,46000,2.0L,163BHP,Manual,Diesel,Vauxhall
285, KIA Sportage 1.6 GDi 2 2WD 5dr     ,11495,2013,SUV,42000,1.6L,133BHP,Manual,Petrol,KIA
286, SKODA Yeti 2.0 TDI S Outdoor 4WD (s/s) 5dr     ,11895,2016,SUV,27000,2.0L,110PS,Manual,Diesel,SKODA
287, Vauxhall Astra 2.0 CDTi SRi Auto 5dr     ,4295,2013,Hatchback,93000,2.0L,165PS,Automatic,Diesel,Vauxhall
288, Mercedes-Benz B-Class B180 CDI BlueEFFICIENCY Sport 5dr …     ,7349,2012,Hatchback,81524,1.8L,109BHP,Manual,Diesel,Mercedes-Benz
289, BMW 1 Series 120d M Sport 2dr Leather Seats 2.0     ,7199,2010,Coupe,40188,2.0L,177BHP,Manual,Diesel,BMW
292, Renault Captur 0.9 TCE 90 Signature Nav 5dr     ,10995,2017,SUV,11708,0.9L,90BHP,Manual,Petrol,Renault
293, Hyundai IX20 1.6 SE Nav 5dr Auto     ,10996,2017,MPV,6072,1.6L,125PS,Automatic,Petrol,Hyundai
294, BMW 3 SERIES 318d BluePerform Sport 5dr Step Auto [Bus Media] …     ,11999,2014,Estate,51409,2.0L,218BHP,Automatic,Diesel,BMW
299, Hyundai Kona 1.0T GDi Blue Drive Premium SE 5dr     ,15995,2018,SUV,6872,1.0L,120PS,Manual,Petrol,Hyundai
300, Peugeot 108 1.0 Active 3dr     ,6995,2018,Hatchback,7747,1.0L,68PS,Manual,Petrol,Peugeot
301, MINI Paceman 1.6 Cooper D 3dr Bluetooth     ,8249,2013,SUV,24450,1.6L,112BHP,Manual,Diesel,MINI
302, Fiat 500 1.2 8V Pop (s/s) 3dr     ,5968,2016,Hatchback,13661,1.2L,70PS,Manual,Petrol,Fiat
303, Citroen C3 1.2 PureTech Edition 5dr     ,5974,2016,Hatchback,22591,1.2L,82BHP,Manual,Petrol,Citroen
304, Vauxhall Viva 1.0 [73] SE 5dr Hatchback     ,6000,2019,Hatchback,3770,1.0L,73PS,Manual,Petrol,Vauxhall
305, Vauxhall Viva 1.0 [73] SE 5dr Hatchback     ,6000,2018,Hatchback,5711,1.0L,73PS,Manual,Petrol,Vauxhall
306, Vauxhall Viva 1.0 [73] SE 5dr Hatchback     ,6000,2018,Hatchback,6850,1.0L,73PS,Manual,Petrol,Vauxhall
307, Vauxhall Insignia 2.0 CDTi ecoFLEX Tech Line Sport Tourer …     ,6005,2015,Estate,80350,2.0L,138BHP,Manual,Diesel,Vauxhall
308, Renault Clio 1.5 dCi Dynamique Nav (s/s) 5dr     ,6087,2017,Hatchback,84369,1.5L,90PS,Manual,Diesel,Renault
309, Renault Megane 1.5 dCi ENERGY Dynamique Nav (s/s) 5dr     ,6125,2015,Hatchback,51281,1.5L,110BHP,Manual,Diesel,Renault
310, Vauxhall Corsa 1.2i Limited Edition 3dr     ,6185,2015,Hatchback,42410,1.2L,70PS,Manual,Petrol,Vauxhall
311, Dacia Sandero 1.0 SCe Ambiance 5dr     ,6291,2018,Hatchback,17898,1.0L,75PS,Manual,Petrol,Dacia
312, Renault Clio 1.0 TCe 100 Iconic 5dr Hatchback     ,11950,2019,Hatchback,1000,1.0L,100PS,Manual,Petrol,Renault
313, MINI Hatch 1.2 One 3dr Bluetooth     ,7349,2014,Hatchback,58660,1.2L,102PS,Manual,Petrol,MINI
315, BMW 3 Series 2.0 330i M Sport Touring Auto (s/s) 5dr     ,16250,2015,Estate,59700,2.0L,252PS,Automatic,Petrol,BMW
317, Citroen C3 1.0 PureTech VTR+ 5dr (E6)     ,4995,2015,Hatchback,36889,1.0L,68BHP,Manual,Petrol,Citroen
318, SEAT 1.0 12v Design Mii 3dr     ,5400,2016,Hatchback,28591,1.0L,60PS,Manual,Petrol,SEAT
319, Vauxhall Adam 1.2 16v GLAM 3dr     ,5798,2014,Hatchback,34787,1.2L,70PS,Manual,Petrol,Vauxhall
320, Hyundai i20 1.4 SE 5dr     ,5959,2015,Hatchback,47748,1.4L,100PS,Manual,Petrol,Hyundai
321, Peugeot 2008 1.4 HDi Active 5dr     ,6294,2014,SUV,36056,1.4L,68BHP,Manual,Diesel,Peugeot
322, Citroen C4 Picasso 1.6 BlueHDi VTR+ (s/s) 5dr     ,6399,2015,MPV,55456,1.6L,99BHP,Manual,Diesel,Citroen
323, Toyota Aygo 1.0 VVT-i x-play 5dr     ,6489,2017,Hatchback,14148,1.0L,68PS,Manual,Petrol,Toyota
324, Audi Q2 1.6 TDI 30 SE S Tronic (s/s) 5dr     ,18695,2019,SUV,13010,1.6L,116PS,Automatic,Diesel,Audi
325, Fiat 500 1.2 Lounge 3dr [Start Stop] Bluetooth     ,4814,2012,Hatchback,52745,1.2L,69BHP,Manual,Petrol,Fiat
326, MINI Hatch 1.6 One D Baker Street 3dr     ,6495,2012,Hatchback,35312,1.6L,90BHP,Manual,Diesel,MINI
327, Volkswagen Golf 1.4 TSI S DSG 5dr     ,6495,2012,Hatchback,60974,1.4L,123BHP,Automatic,Petrol,Volkswagen
328, Honda Cr-V 2.2 i-DTEC EX 5dr     ,6495,2011,SUV,73419,2.2L,148BHP,Manual,Diesel,Honda
329, Ford B-Max 1.4 Zetec 5dr (EU5)     ,6495,2014,MPV,24669,1.4L,90PS,Manual,Petrol,Ford
330, Ford Fiesta 1.4 Titanium 5dr     ,6995,2012,Hatchback,26726,1.4L,94BHP,Automatic,Petrol,Ford
331, Fiat 500 1.2 8V Lounge (s/s) 3dr     ,7495,2017,Hatchback,22723,1.2L,70PS,Manual,Petrol,Fiat
332, Ford Focus 1.0 SCTi EcoBoost Titanium X Navigator Navigator 5dr     ,7750,2014,Hatchback,40608,1.0L,123BHP,Manual,Petrol,Ford
333, Citroen Berlingo 1.6 TD XTR EGS6 5dr     ,7995,2012,MPV,18335,1.6L,90BHP,Automatic,Diesel,Citroen
334, MG MG3 1.5 VTi-TECH Excite (s/s) 5dr     ,8495,2019,Hatchback,13097,1.5L,106PS,Manual,Petrol,MG
335, Vauxhall Mokka 1.7 CDTi 16v SE FWD 5dr     ,8495,2015,Hatchback,38000,1.7L,128BHP,Automatic,Diesel,Vauxhall
336, Vauxhall Zafira Tourer 2.0 CDTi 16v SE 5dr     ,7499,2014,MPV,28000,2.0L,163BHP,Manual,Diesel,Vauxhall
337, Ford Fiesta 1.0 EcoBoost 125 ST-Line 3dr Satellite Navigation     ,9999,2018,Hatchback,33758,1.0L,125PS,Manual,Petrol,Ford
338, Mitsubishi Eclipse Cross 1.5 3 5dr     ,16995,2018,SUV,8416,1.5L,163PS,Automatic,Petrol,Mitsubishi
339, Mitsubishi L200 2.4 DI-D DC Warrior 4WD 4dr     ,17994,2016,Pickup,36283,2.4L,180PS,Manual,Diesel,Mitsubishi
340, Mitsubishi Eclipse Cross 1.5T 3 (s/s) 5dr     ,17995,2019,SUV,800,1.5L,163PS,Manual,Petrol,Mitsubishi
341, Mitsubishi L200 2.4 DI-D DC Barbarian 4WD 4dr     ,19194,2017,Pickup,39495,2.4L,180PS,Manual,Diesel,Mitsubishi
346, Land Rover Series III 2.3 D 88 Hard Top     ,5500,1975,SUV,61000,2.3L,60BHP,Manual,Diesel,Land
347, Ford Focus 1.6 TDCi Zetec 5dr     ,3995,2012,Hatchback,77498,1.6L,113BHP,Manual,Diesel,Ford
348, Volkswagen Golf 2.0 TDI GTD 3dr     ,15000,2016,Hatchback,48013,2.0L,181BHP,Manual,Diesel,Volkswagen
349, Audi A4 1.4T FSI Sport 4dr     ,11999,2017,Saloon,30000,1.4L,150PS,Manual,Petrol,Audi
350, Vauxhall Insignia 2.0 CDTi SRi VX Line Nav Sport Tourer (s/s) …     ,8500,2016,Estate,90000,2.0L,168BHP,Manual,Diesel,Vauxhall
351, Peugeot 108 1.0 Active 5dr     ,6995,2017,Hatchback,10772,1.0L,68PS,Manual,Petrol,Peugeot
352, Peugeot 208 5 Door Hatchback 1.2 PureTech (82bhp) Active 5dr     ,7395,2018,Hatchback,28450,1.2L,82PS,Manual,Petrol,Peugeot
353, Peugeot 208 5 Door Hatchback 1.2 PureTech (82bhp) Active 5dr     ,7495,2018,Hatchback,24019,1.2L,82PS,Manual,Petrol,Peugeot
354, Peugeot 108 1.0 Allure 5dr     ,8195,2019,Hatchback,3472,1.0L,72PS,Manual,Petrol,Peugeot
355, Peugeot 108 1.0 Collection 5dr     ,8295,2019,Hatchback,8412,1.0L,72PS,Manual,Petrol,Peugeot
356, Peugeot 208 1.2 PureTech Allure 5dr     ,8495,2017,Hatchback,20135,1.2L,82PS,Manual,Petrol,Peugeot
357, Peugeot 208 1.2 PureTech Allure 5dr     ,8695,2017,Hatchback,17945,1.2L,82PS,Manual,Petrol,Peugeot
358, Ford Focus 1.0 T EcoBoost Zetec (s/s) 5dr     ,8995,2016,Hatchback,22493,1.0L,125PS,Manual,Petrol,Ford
359, Peugeot 108 1.0 Allure (s/s) 5dr     ,9995,2019,Hatchback,1509,1.0L,72PS,Manual,Petrol,Peugeot
360, Ford Focus 1.8 Zetec Climate 3dr     ,952,2007,Hatchback,132000,1.8L,123BHP,Manual,Petrol,Ford
361, Land Rover Freelander 2.0 TD4 SE Hard Top 3dr     ,2150,2005,SUV,122000,2.0L,110BHP,Manual,Diesel,Land
362, BMW 5 Series 3.0 535d M Sport 4dr     ,13000,2011,Saloon,85000,3.0L,299BHP,Automatic,Diesel,BMW
370, Volvo V60 2.0 D4 SE Lux Geartronic (s/s) 5dr     ,6895,2014,Estate,124000,2.0L,181PS,Automatic,Diesel,Volvo
371, KIA Picanto 2 1.0 5dr     ,7990,2019,Hatchback,11931,1.0L,67PS,Manual,Petrol,KIA
372, KIA Picanto SE 1.3 5dr     ,9290,2017,Hatchback,21316,1.25L,84BHP,Automatic,Petrol,KIA
373, KIA Picanto 3 1.3 5dr     ,9990,2018,Hatchback,8478,1.25L,84PS,Manual,Petrol,KIA
374, KIA Sportage 1 1.6 5dr     ,10890,2017,SUV,33693,1.6L,132PS,Manual,Petrol,KIA
375, KIA Picanto 2 1.3 5dr     ,10890,2019,Hatchback,3993,1.25L,84PS,Automatic,Petrol,KIA
376, KIA Picanto X-LINE S 1.3 5dr     ,11290,2019,Hatchback,13560,1.25L,84PS,Manual,Petrol,KIA
377, KIA Venga 4 1.6 5dr     ,11440,2017,MPV,18240,1.6L,125PS,Automatic,Petrol,KIA
378, KIA Venga 4 1.6 5dr     ,11490,2017,MPV,17272,1.6L,125PS,Automatic,Petrol,KIA
379, KIA Sportage 1 1.6 5dr     ,11690,2017,SUV,16212,1.6L,132PS,Manual,Petrol,KIA
381, Volvo V40 T2 R-Design Pro 2.0 5dr     ,14950,2018,Hatchback,10586,2.0L,122PS,Manual,Petrol,Volvo
382," Volvo V40 T3 R-Design Pro, Sat Nav, Bluetooth, Rear Park …     ",14950,2018,Hatchback,22121,2.0L,154PS,Manual,Petrol,Volvo
383," Volvo XC70 D4 AWD SE Lux, Winter Pack, Active Bending …     ",17850,2015,Estate,29550,2.4L,181BHP,Automatic,Diesel,Volvo
384," Volvo V60 CC D4 Cross Country Lux Nav, Winter Pack, Active …     ",19950,2017,Estate,2329,2.0L,190PS,Automatic,Diesel,Volvo
385," Volvo V40 T2 R-Design Pro, Front and Rear Park Assist, Power …     ",19950,2019,Hatchback,3200,2.0L,122PS,Manual,Petrol,Volvo
386," Volvo S90 D4 R-Design, Head Up Display, Apple Carplay/Android …     ",21800,2018,Saloon,7789,2.0L,190PS,Automatic,Diesel,Volvo
387," Volvo V60 II D3 Inscription, Full Leather Interior, Front And …     ",23250,2018,Estate,13045,2.0L,150PS,Automatic,Diesel,Volvo
391, BMW 5 Series Gran Turismo 3.0 530d SE GT 5dr     ,11995,2010,Hatchback,38000,3.0L,245BHP,Automatic,Diesel,BMW
393, Audi A3 1.6 TDI SE Technik Sportback S Tronic 5dr     ,12495,2015,Hatchback,34000,1.6L,108BHP,Automatic,Diesel,Audi
394, Volkswagen Golf Sv 1.6 TDI BlueMotion Tech S (s/s) 5dr     ,12495,2015,MPV,13000,1.6L,110PS,Manual,Diesel,Volkswagen
395, Toyota Auris 1.8 VVT-h Design CVT (s/s) 5dr     ,12795,2016,Hatchback,43000,1.8L,136PS,Automatic,Hybrid,Toyota
397, Volkswagen Golf 1.6 TDI BlueMotion Tech SE Nav (s/s) 5dr     ,12995,2017,Estate,31000,1.6L,115PS,Manual,Diesel,Volkswagen
398, Subaru XV 2.0i SE 4WD (s/s) 5dr EU5     ,12995,2014,SUV,16000,2.0L,150PS,Manual,Petrol,Subaru
399, Audi A4 Avant 2.0 TDI SE Technik Avant 5dr     ,12995,2015,Estate,49000,2.0L,134BHP,Manual,Diesel,Audi
400, BMW X1 2.0 23d M Sport xDrive 5dr     ,12995,2011,SUV,24000,2.0L,204BHP,Automatic,Diesel,BMW
401, SEAT Ibiza 1.4 TDI Ecomotive DPF Ecomotive SportCoupe 3dr     ,2695,2009,Hatchback,85000,1.4L,79BHP,Manual,Diesel,SEAT
405, Audi A1 30 TFSI Sport 5dr 1.0     ,17995,2019,Hatchback,3400,1.0L,116PS,Manual,Petrol,Audi
410, Mercedes-Benz E Class 2.1 E250 CDI AMG Sport 7G-Tronic Plus 4dr     ,10499,2014,Saloon,85000,2.1L,204BHP,Automatic,Diesel,Mercedes-Benz
411, Land Rover Range Rover 4.4 V8 Autobiography Special Edition 5dr     ,1000,2002,SUV,160000,4.4L,282BHP,Automatic,Petrol,Land
412, Peugeot 2008 1.6 BlueHDi Active 5dr     ,10295,2018,SUV,13297,1.6L,99PS,Manual,Diesel,Peugeot
413, Ford Fiesta 1.0 T EcoBoost Zetec (s/s) 3dr     ,6316,2017,Hatchback,58001,1.0L,99BHP,Manual,Petrol,Ford
414, Vauxhall Mokka 1.6i Exclusiv 5dr Hatchback     ,6372,2015,Hatchback,42059,1.6L,113BHP,Manual,Petrol,Vauxhall
415, Vauxhall Astra 1.6 CDTi ecoFLEX Design Sports Tourer (s/s) 5dr     ,6436,2017,Estate,74592,1.6L,110PS,Manual,Diesel,Vauxhall
416, Ford KA+ 1.2 Zetec 5dr Hatchback     ,6496,2017,Hatchback,26833,1.2L,70PS,Manual,Petrol,Ford
417, Vauxhall Adam 1.4i GLAM 3dr     ,6524,2016,Hatchback,43614,1.4L,87PS,Manual,Petrol,Vauxhall
418, Vauxhall Corsa 1.4i ecoFLEX SRi 5dr     ,6533,2016,Hatchback,42332,1.4L,90PS,Manual,Petrol,Vauxhall
419, SKODA Rapid Spaceback 1.6 TDI CR SE Sport Spaceback DSG 5dr     ,6592,2015,Hatchback,73027,1.6L,89BHP,Automatic,Diesel,SKODA
420, Ford Fiesta 1.0 T EcoBoost Zetec (s/s) 3dr     ,6595,2015,Hatchback,38401,1.0L,99BHP,Manual,Petrol,Ford
421, Citroen C4 Cactus 1.2 PureTech Touch 5dr (EU6)     ,6649,2017,Hatchback,42086,1.2L,75PS,Manual,Petrol,Citroen
422, Vauxhall Corsa 1.4 [75] ecoFLEX Energy 3dr [AC] Hatchback     ,6674,2017,Hatchback,16203,1.4L,75PS,Manual,Petrol,Vauxhall
423, Peugeot 2008 1.6 BlueHDi Active 5dr     ,6494,2015,SUV,36406,1.6L,75BHP,Manual,Diesel,Peugeot
424, Citroen C1 1.2 PureTech Flair 5dr     ,6594,2017,Hatchback,15915,1.2L,82PS,Manual,Petrol,Citroen
425, Ford B-Max 1.6 Zetec Powershift 5dr (EU5)     ,6949,2015,MPV,23962,1.6L,105PS,Automatic,Petrol,Ford
426, Toyota Aygo 1.0 VVT-i x-style 5dr     ,6986,2017,Hatchback,22240,1.0L,68PS,Manual,Petrol,Toyota
427, Toyota Aygo 1.0 VVT-i x-press 5dr     ,7298,2018,Hatchback,17385,1.0L,68PS,Manual,Petrol,Toyota
428, KIA Picanto 1.0 GT-Line 5dr     ,7494,2017,Hatchback,21032,1.0L,67PS,Manual,Petrol,KIA
429, SEAT Ibiza 1.2 TSI FR Technology SportCoupe 3dr     ,7495,2017,Hatchback,41513,1.2L,108BHP,Manual,Petrol,SEAT
430, Vauxhall Mokka 1.4 16v Turbo SE 4x4 (s/s) 5dr     ,7694,2014,Hatchback,49743,1.4L,138BHP,Manual,Petrol,Vauxhall
431, Renault Clio 1.2 16V Dynamique Nav 5dr     ,7789,2018,Hatchback,34985,1.2L,75PS,Manual,Petrol,Renault
432, Vauxhall Mokka 1.6 CDTi Exclusiv (s/s) 5dr     ,7792,2015,Hatchback,33014,1.6L,134BHP,Manual,Diesel,Vauxhall
433, MINI Hatch 1.5 Cooper D 3dr Satellite Navigation     ,8349,2015,Hatchback,47995,1.5L,116PS,Manual,Diesel,MINI
434, Ford Focus 1.6 Titanium Powershift 5dr     ,8750,2016,Hatchback,41000,1.6L,125PS,Automatic,Petrol,Ford
435, Ford Fiesta 1.6 Titanium Powershift 5dr     ,8995,2015,Hatchback,24000,1.6L,104BHP,Automatic,Petrol,Ford
436, Ford Mondeo 1.5T EcoBoost Zetec (s/s) 5dr     ,9495,2015,Estate,63634,1.5L,160PS,Manual,Petrol,Ford
437, Ford Focus 1.0T EcoBoost Zetec Auto (s/s) 5dr     ,9495,2017,Hatchback,36703,1.0L,125PS,Automatic,Petrol,Ford
438, Ford Galaxy 2.0 TDCi Titanium Powershift 5dr     ,9495,2014,MPV,50736,2.0L,138BHP,Automatic,Diesel,Ford
439, MINI Hatch 1.5 Cooper (s/s) 5dr     ,9995,2016,Hatchback,16889,1.5L,136PS,Manual,Petrol,MINI
440, Ford Focus 1.0T EcoBoost Zetec Edition (s/s) 5dr     ,9995,2018,Hatchback,25000,1.0L,125PS,Manual,Petrol,Ford
441, Jaguar XF 3.0 TD V6 S Portfolio (s/s) 4dr     ,10495,2012,Saloon,85737,3.0L,271BHP,Automatic,Diesel,Jaguar
442, Ford Focus 1.5 TDCi Titanium (s/s) 5dr     ,10750,2018,Hatchback,33111,1.5L,120PS,Manual,Diesel,Ford
443, Citroen Berlingo 1.6 BlueHDi XTR Multispace ETG6 (s/s) 5dr     ,10750,2016,MPV,12766,1.6L,100PS,Automatic,Diesel,Citroen
444, Ford Fiesta TITANIUM Nav 100ps EcoBoost 1.0 5dr     ,10995,2018,Hatchback,28800,1.0L,100PS,Manual,Petrol,Ford
445, Audi A3 1.4 TFSI Sport 5dr Satellite Navigation     ,8999,2013,Hatchback,59750,1.4L,120BHP,Manual,Petrol,Audi
446, Toyota Yaris 1.33 VVT-i Icon+ 5dr Satellite Navigation     ,7149,2014,Hatchback,40735,1.33L,99BHP,Manual,Petrol,Toyota
447, Volvo V90 2.0 D4 R-Design Auto (s/s) 5dr     ,21500,2017,Estate,28500,2.0L,190PS,Automatic,Diesel,Volvo
448, Audi S3 2.0 TFSI Sportback quattro 5dr     ,17495,2014,Hatchback,42864,2.0L,296BHP,Manual,Petrol,Audi
449, Volkswagen Scirocco 2.0 TDI BlueMotion Tech R-Line 3dr     ,10700,2013,Coupe,39500,2.0L,138BHP,Manual,Diesel,Volkswagen
450, Ford Mondeo 2.5 Titanium X 5dr     ,750,2007,Hatchback,181000,2.5L,217BHP,Manual,Petrol,Ford
451, Ford Ranger 2.2 TDCi Limited 2 Double Cab Pickup 4WD (s/s) 4dr     ,17000,2017,Pickup,29500,2.2L,160PS,Manual,Diesel,Ford
452, Audi Q2 1.6 TDI S line (s/s) 5dr     ,15500,2017,SUV,50500,1.6L,116PS,Manual,Diesel,Audi
453," Nissan X-Trail 2.2 Di SE+ SUV 5dr Diesel Manual (190 g/km, 112 …     ",500,2002,SUV,145000,2.2L,112BHP,Manual,Diesel,Nissan
454," Jaguar X-Type 2.1 V6 SE Saloon 4dr Petrol Automatic (239 g/km, …     ",500,2003,Saloon,106420,2.1L,157BHP,Automatic,Petrol,Jaguar
455," Mitsubishi Colt 1.3 CZ2 Hatchback 5dr Petrol Manual (143 g/km, …     ",750,2007,Hatchback,99500,1.3L,94BHP,Manual,Petrol,Mitsubishi
456, Vauxhall Corsa 1.2 i 16v Design Hatchback 5dr Petrol Manual …     ,1250,2005,Hatchback,97400,1.2L,79BHP,Manual,Petrol,Vauxhall
457, Ford Focus 1.6 Zetec 5dr     ,4300,2010,Hatchback,33329,1.6L,99BHP,Manual,Petrol,Ford
458, Peugeot 108 1.0 Collection 5dr     ,8995,2019,Hatchback,2,1.0L,72PS,Manual,Petrol,Peugeot
459, Peugeot 208 1.2 PureTech Signature (s/s) 5dr     ,9195,2018,Hatchback,9954,1.2L,82PS,Manual,Petrol,Peugeot
